listener,listener_trial,mturk_worker,mturk_trial,level_condition,noise_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity
44,285,214,10,5,1,marching,person biting into an apple,marching,0.5,3
44,285,724,21,5,1,marching,person biting into an apple,gavel hits,0.5,3
44,287,306,8,3,1,car idling,man making sounds as he stretches,sighing,0.5,low-intensity
44,287,765,25,3,1,car idling,man making sounds as he stretches,car idling,0.5,low-intensity
44,288,71,36,3,1,rocking chair,faint sound  nothing specific,rocking chair,1,3
44,288,636,9,3,1,rocking chair,faint sound  nothing specific,rocking chair,1,3
44,292,120,20,7,0,clipping hair,chopsticks being rubbed together,truck beeping,0,low-intensity
44,292,533,35,7,0,clipping hair,chopsticks being rubbed together,peeling,0,low-intensity
44,294,502,28,5,0,dentist drill,bell provided at service desks,dentist drill,1,high-intensity
44,294,687,23,5,0,dentist drill,bell provided at service desks,dentist drill,1,high-intensity
44,295,793,3,3,0,cat purring,bird call,knives sharpening,0.5,low-intensity
44,295,884,11,3,0,cat purring,bird call,cat purring,0.5,low-intensity
44,297,13,5,2,1,coin in a vending machine,weight being shifted on a couch--faux leather material,ice in cup,0.5,low-intensity
44,297,232,18,2,1,coin in a vending machine,weight being shifted on a couch--faux leather material,coin in a vending machine,0.5,low-intensity
44,298,446,27,2,1,bees,wooden box being closed,bees,1,low-intensity
44,298,759,8,2,1,bees,wooden box being closed,bees,1,low-intensity
44,299,129,49,5,1,dishes clanking,small piece of metal in a jar,dishes clanking,1,3
44,299,908,9,5,1,dishes clanking,small piece of metal in a jar,dishes clanking,1,3
44,300,446,47,4,0,harp,person brushing their teeth,harp,1,2
44,300,519,47,4,0,harp,person brushing their teeth,harp,1,2
45,2,292,43,3,1,leather coat,Baby saying dada,,0.333333333333333,low-intensity
45,2,314,49,3,1,leather coat,Baby saying dada,walking on gravel,0.333333333333333,low-intensity
45,2,903,23,3,1,leather coat,Baby saying dada,leather coat,0.333333333333333,low-intensity
45,4,229,28,7,1,car skidding,acoustic guitar,car skidding,1,high-intensity
45,4,709,8,7,1,car skidding,acoustic guitar,car skidding,1,high-intensity
45,6,574,22,7,0,shoveling,cell phone ringing,shoveling,1,2
45,6,830,2,7,0,shoveling,cell phone ringing,shoveling,1,2
45,8,623,32,6,1,marching,a vaccuum??,pepper grinder,0,3
45,8,658,10,6,1,marching,a vaccuum??,ratchet,0,3
45,10,381,47,2,1,guitar,tambourine,guitar,1,3
45,10,618,41,2,1,guitar,tambourine,guitar,1,3
45,13,157,46,6,0,paper shredder,iPhone ringtone,paper shredder,0.666666666666667,high-intensity
45,13,724,38,6,0,paper shredder,iPhone ringtone,darth vader,0.666666666666667,high-intensity
45,13,806,33,6,0,paper shredder,iPhone ringtone,paper shredder,0.666666666666667,high-intensity
45,14,207,16,7,0,grandfather clock,clanking metal,alarm clock,0,3
45,14,715,2,7,0,grandfather clock,clanking metal,harmonica,0,3
45,15,437,20,4,1,bike bell,people speaking at a party,bike bell,0.5,2
45,15,658,46,4,1,bike bell,people speaking at a party,orchestra tuning,0.5,2
45,16,259,42,6,0,car horn,someone scribbling,nose blowing,0.5,high-intensity
45,16,734,5,6,0,car horn,someone scribbling,car horn,0.5,high-intensity
45,18,25,32,3,0,duck quack,rolling dice,duck quack,1,3
45,18,268,20,3,0,duck quack,rolling dice,duck quack,1,3
45,19,362,45,5,1,elevator door,mechanical hum,elevator door,1,2
45,19,759,4,5,1,elevator door,mechanical hum,elevator door,1,2
45,20,498,9,3,0,drawer closing,bike chain,drawer closing,0.5,low-intensity
45,20,836,28,3,0,drawer closing,bike chain,key opening door,0.5,low-intensity
45,21,172,13,3,1,breathing,tapping fingers,breathing,1,low-intensity
45,21,866,9,3,1,breathing,tapping fingers,breathing,1,low-intensity
45,23,249,2,2,1,door sliding shut,playing pool,door sliding shut,0.5,low-intensity
45,23,685,18,2,1,door sliding shut,playing pool,key opening door,0.5,low-intensity
45,24,63,40,5,1,water boiling,elevator noise,scratching,0,low-intensity
45,24,615,19,5,1,water boiling,elevator noise,rooster crowing,0,low-intensity
45,25,175,26,4,1,kettle whistling,walking in heels,a capella singing,0.5,3
45,25,801,35,4,1,kettle whistling,walking in heels,kettle whistling,0.5,3
45,29,268,15,3,1,dice roll,pipe organ,dice roll,1,low-intensity
45,29,757,5,3,1,dice roll,pipe organ,dice roll,1,low-intensity
45,31,519,41,7,0,fire alarm,school bell,fire alarm,1,high-intensity
45,31,695,45,7,0,fire alarm,school bell,fire alarm,1,high-intensity
45,32,554,21,2,1,grating food,something rolling  perhaps a marble,grating food,0.5,low-intensity
45,32,584,12,2,1,grating food,something rolling  perhaps a marble,finger tapping,0.5,low-intensity
45,37,363,49,7,0,orchestra tuning,heartbeat,waves,0.5,high-intensity
45,37,803,34,7,0,orchestra tuning,heartbeat,orchestra tuning,0.5,high-intensity
45,38,183,20,4,0,cat purring,bird of prey call,cat purring,1,low-intensity
45,38,717,26,4,0,cat purring,bird of prey call,cat purring,1,low-intensity
45,39,81,19,3,0,liquid pouring out of a bottle,printer,liquid pouring out of a bottle,1,2
45,39,584,16,3,0,liquid pouring out of a bottle,printer,liquid pouring out of a bottle,1,2
45,40,823,3,5,0,morse code,dog panting,typing,0.5,3
45,40,843,8,5,0,morse code,dog panting,morse code,0.5,3
45,44,183,16,5,1,electric drill,cock-a-doodle-doo,race car,0.5,high-intensity
45,44,813,33,5,1,electric drill,cock-a-doodle-doo,electric drill,0.5,high-intensity
45,45,183,40,7,0,bus decelerating,flute solo,bus decelerating,0.5,3
45,45,717,32,7,0,bus decelerating,flute solo,car accelerating,0.5,3
45,46,244,45,2,0,jackhammer,radio static,jackhammer,1,high-intensity
45,46,745,28,2,0,jackhammer,radio static,jackhammer,1,high-intensity
45,47,442,40,2,1,music box,winding a timer,music box,0.5,low-intensity
45,47,877,2,2,1,music box,winding a timer,pepper grinder,0.5,low-intensity
45,48,340,35,4,0,a capella singing,reaching into a bag,a capella singing,1,3
45,48,745,33,4,0,a capella singing,reaching into a bag,a capella singing,1,3
45,51,172,40,5,0,door opening,doorbell,door opening,1,2
45,51,922,23,5,0,door opening,doorbell,door opening,1,2
45,52,311,48,3,0,dog drinking,piano playing,dog drinking,1,2
45,52,362,41,3,0,dog drinking,piano playing,dog drinking,1,2
45,53,172,42,2,1,drum roll,folksy music,drum roll,1,high-intensity
45,53,908,47,2,1,drum roll,folksy music,drum roll,1,high-intensity
45,55,734,24,2,1,phone vibrating,airplane overhead,phone vibrating,0.5,low-intensity
45,55,801,17,2,1,phone vibrating,airplane overhead,spray can shaking,0.5,low-intensity
45,56,314,44,3,0,cuckoo clock,human growling of sorts,cuckoo clock,1,3
45,56,763,49,3,0,cuckoo clock,human growling of sorts,cuckoo clock,1,3
45,57,207,44,6,0,bowling,lawnmower,bowling,1,high-intensity
45,57,323,12,6,0,bowling,lawnmower,bowling,1,high-intensity
45,58,715,41,2,1,piano,starting an engine,piano,1,3
45,58,869,36,2,1,piano,starting an engine,piano,1,3
45,60,251,30,3,1,crowd cheering,microwave,crowd cheering,1,high-intensity
45,60,377,13,3,1,crowd cheering,microwave,crowd cheering,1,high-intensity
45,61,239,27,6,1,dial tone,sticks scratching ground,dial tone,1,low-intensity
45,61,830,43,6,1,dial tone,sticks scratching ground,dial tone,1,low-intensity
45,62,584,34,5,0,drinking,winding something,drinking,1,low-intensity
45,62,892,7,5,0,drinking,winding something,drinking,1,low-intensity
45,65,264,47,3,0,ping pong,car breaks,ping pong,1,3
45,65,498,29,3,0,ping pong,car breaks,ping pong,1,3
45,67,8,14,6,1,dishes clanking,I don't know,dishes clanking,1,3
45,67,765,37,6,1,dishes clanking,I don't know,dishes clanking,1,3
45,68,119,46,6,0,helicopter,helicopter,helicopter,1,high-intensity
45,68,908,21,6,0,helicopter,helicopter,helicopter,1,high-intensity
45,70,34,2,7,1,organ,I don't know,organ,1,high-intensity
45,70,207,11,7,1,organ,I don't know,organ,1,high-intensity
45,73,8,42,2,0,dog barking,digging,dog barking,1,high-intensity
45,73,670,33,2,0,dog barking,digging,dog barking,1,high-intensity
45,79,801,37,4,1,rocking chair,train in the distance,rocking chair,1,3
45,80,36,39,4,0,horse galloping,fan,horse galloping,0.5,2
45,80,300,14,4,0,horse galloping,fan,whistling,0.5,2
45,81,72,36,4,0,fan,footsteps on gravel,car accelerating,0,2
45,81,323,15,4,0,fan,footsteps on gravel,bees,0,2
45,82,239,12,5,0,fire,sawing wood,fire,1,low-intensity
45,82,473,25,5,0,fire,sawing wood,fire,1,low-intensity
45,83,685,17,3,1,match lighting,revving engine,match lighting,1,low-intensity
45,83,822,21,3,1,match lighting,revving engine,match lighting,1,low-intensity
45,84,12,31,4,0,knives sharpening,scratching,knives sharpening,1,2
45,84,230,1,4,0,knives sharpening,scratching,knives sharpening,1,2
45,86,3,11,3,1,gorilla,underwater noises,gorilla,1,3
45,86,693,46,3,1,gorilla,underwater noises,gorilla,1,3
45,87,373,16,4,0,hair dryer,cutting paper,hair dryer,1,high-intensity
45,87,498,26,4,0,hair dryer,cutting paper,hair dryer,1,high-intensity
45,91,12,2,5,0,witch cackle,brass instrument,witch cackle,1,high-intensity
45,91,473,31,5,0,witch cackle,brass instrument,witch cackle,1,high-intensity
45,92,300,25,6,1,castanet,harp music,spray can shaking,0,3
45,92,323,23,6,1,castanet,harp music,chopping food,0,3
45,93,34,1,7,0,pepper grinder,I don't know,pepper grinder,1,2
45,93,837,11,7,0,pepper grinder,I don't know,pepper grinder,1,2
45,94,230,36,3,1,keys jingling,Thunder,keys jingling,1,low-intensity
45,94,765,49,3,1,keys jingling,Thunder,keys jingling,1,low-intensity
45,96,77,13,5,0,horse neighing,truck backing up,horse neighing,1,3
45,96,486,25,5,0,horse neighing,truck backing up,horse neighing,1,3
45,97,322,44,4,0,crying,turning the page,crying,0.5,high-intensity
45,97,658,16,4,0,crying,turning the page,grunting and groaning,0.5,high-intensity
45,99,70,22,2,0,harmonica,explosion,harmonica,1,3
45,99,377,43,2,0,harmonica,explosion,harmonica,1,3
45,101,57,42,7,1,whistle,coin clinking in jar,whistle,1,high-intensity
45,101,801,18,7,1,whistle,coin clinking in jar,whistle,1,high-intensity
45,102,380,38,3,1,wing flapping,female scream,wing flapping,1,low-intensity
45,102,524,15,3,1,wing flapping,female scream,wing flapping,1,low-intensity
45,103,25,15,4,1,baby crying,digging,baby crying,1,high-intensity
45,103,519,1,4,1,baby crying,digging,baby crying,1,high-intensity
45,104,81,21,3,1,chopping food,glass bottles being set on floor,zipper,0,low-intensity
45,104,611,22,3,1,chopping food,glass bottles being set on floor,zipper,0,low-intensity
45,105,166,13,6,1,hammering metal,drum roll,hammering metal,0.5,high-intensity
45,105,259,46,6,1,hammering metal,drum roll,running on gravel,0.5,high-intensity
45,106,488,4,7,0,hammering a nail,phone ringing ,hammering a nail,1,high-intensity
45,106,693,30,7,0,hammering a nail,phone ringing ,hammering a nail,1,high-intensity
45,107,203,42,5,1,paper cutter,monkey screeches,monkey screaming,0,low-intensity
45,107,462,11,5,1,paper cutter,monkey screeches,russian,0,low-intensity
45,109,72,1,6,0,clock ticking,knocking glass,clock ticking,1,low-intensity
45,109,322,25,6,0,clock ticking,knocking glass,clock ticking,1,low-intensity
45,110,455,13,2,1,flag,itching something,flag,1,low-intensity
45,110,904,6,2,1,flag,itching something,flag,1,low-intensity
45,112,167,41,7,0,chair rolling,a cappella group,chair rolling,1,low-intensity
45,112,554,15,7,0,chair rolling,a cappella group,chair rolling,1,low-intensity
45,113,322,46,3,1,dove cooing,pouring water from upright jug,dove cooing,0.5,low-intensity
45,113,892,28,3,1,dove cooing,pouring water from upright jug,rooster crowing,0.5,low-intensity
45,114,71,1,4,1,printing,chainsaw,printing,1,3
45,114,734,39,4,1,printing,chainsaw,printing,1,3
45,115,119,35,3,1,car deccelerating,hammering,car deccelerating,0.5,low-intensity
45,115,306,21,3,1,car deccelerating,hammering,running on sand,0.5,low-intensity
45,119,793,33,3,0,crumpling paper,xylophone or other percussive instrument,crumpling paper,1,2
45,119,837,43,3,0,crumpling paper,xylophone or other percussive instrument,crumpling paper,1,2
45,121,8,20,5,1,air hockey,I don't know,turning a lock,0,3
45,121,763,30,5,1,air hockey,I don't know,dice roll,0,3
45,122,113,50,3,1,coin in a vending machine,walking or leaning in leather boots,coin in a vending machine,1,low-intensity
45,122,264,30,3,1,coin in a vending machine,walking or leaning in leather boots,coin in a vending machine,1,low-intensity
45,124,554,9,6,0,dentist drill,dinging bell to get concierge's attention,tree falling,0.5,high-intensity
45,124,586,26,6,0,dentist drill,dinging bell to get concierge's attention,dentist drill,0.5,high-intensity
45,126,70,45,3,1,laughing,heavy breathing,laughing,1,high-intensity
45,126,486,12,3,1,laughing,heavy breathing,laughing,1,high-intensity
45,127,25,21,4,0,coloring,walking in snow,coloring,1,low-intensity
45,127,524,9,4,0,coloring,walking in snow,coloring,1,low-intensity
45,128,251,14,5,0,chiseling,getting ice from soft drink dispenser,chiseling,0.5,2
45,128,695,36,5,0,chiseling,getting ice from soft drink dispenser,jumping rope,0.5,2
45,130,229,13,6,1,pinball,I don't know,doorbell,0,high-intensity
45,130,869,40,6,1,pinball,I don't know,ringtone,0,high-intensity
45,131,111,24,6,0,lion growl,bagpipes,lion growl,0.5,high-intensity
45,131,859,6,6,0,lion growl,bagpipes,cat purring,0.5,high-intensity
45,132,822,18,5,1,crowd noise,Things in toolshed hitting one another,crowd noise,1,high-intensity
45,132,837,47,5,1,crowd noise,Things in toolshed hitting one another,crowd noise,1,high-intensity
45,133,636,33,6,0,can opening,Someone speaking what may be french,can opening,1,low-intensity
45,133,822,12,6,0,can opening,Someone speaking what may be french,can opening,1,low-intensity
45,134,36,49,3,1,crow,Sucking a straw in empty drink,nose blowing,0.5,3
45,134,757,7,3,1,crow,Sucking a straw in empty drink,crow,0.5,3
45,136,144,4,2,1,newspaper page turning,definitely someone speaking french,newspaper page turning,1,low-intensity
45,136,381,39,2,1,newspaper page turning,definitely someone speaking french,newspaper page turning,1,low-intensity
45,139,244,23,2,1,microwave,rubbing hands together,microwave,1,low-intensity
45,139,729,49,2,1,microwave,rubbing hands together,microwave,1,low-intensity
45,141,244,40,5,0,ice in cup,typing on a keyboard,ice in cup,1,low-intensity
45,141,292,7,5,0,ice in cup,typing on a keyboard,ice in cup,1,low-intensity
45,142,207,31,3,1,plane taking off,cash register,whistling,0.5,high-intensity
45,142,363,32,3,1,plane taking off,cash register,plane taking off,0.5,high-intensity
45,145,166,19,4,1,radio static,brushing something,radio static,1,3
45,145,729,3,4,1,radio static,brushing something,radio static,1,3
45,146,449,14,7,1,cat meow,dribbling basketball,cat meow,0.5,2
45,146,729,20,7,1,cat meow,dribbling basketball,accordian,0.5,2
45,147,348,34,2,0,bear growling,rustling around,,0.333333333333333,3
45,147,615,17,2,0,bear growling,rustling around,dog panting,0.333333333333333,3
45,147,746,46,2,0,bear growling,rustling around,bear growling,0.333333333333333,3
45,148,729,27,7,0,pool balls colliding,syncopated rhythm made by something with hard plastic,pool balls colliding,1,3
45,148,838,44,7,0,pool balls colliding,syncopated rhythm made by something with hard plastic,pool balls colliding,1,3
45,149,424,49,6,1,giggling,something rubbing over wrinkled surface,giggling,1,3
45,149,695,39,6,1,giggling,something rubbing over wrinkled surface,giggling,1,3
45,151,172,47,5,0,car accelerating,thin stream of water hitting ground,car accelerating,1,2
45,151,919,9,5,0,car accelerating,thin stream of water hitting ground,car accelerating,1,2
45,153,72,35,6,0,opening a soda bottle,man speaking germanic language,opening a soda bottle,1,low-intensity
45,153,524,39,6,0,opening a soda bottle,man speaking germanic language,opening a soda bottle,1,low-intensity
45,154,348,24,6,0,accordian,woman sobbing loudly,accordian,1,high-intensity
45,154,512,17,6,0,accordian,woman sobbing loudly,accordian,1,high-intensity
45,158,229,37,5,0,pager beeps,song being played by keyboard and a percussive sound,pager beeps,1,3
45,158,636,6,5,0,pager beeps,song being played by keyboard and a percussive sound,pager beeps,1,3
45,160,323,14,6,1,bus accelerating,flushing toilet,bus accelerating,0.5,2
45,160,348,32,6,1,bus accelerating,flushing toilet,electric drill,0.5,2
45,162,377,37,7,1,man speaking,kazoo,man speaking,1,2
45,162,574,15,7,1,man speaking,kazoo,man speaking,1,2
45,163,360,36,4,0,drum solo,rocking chair,drum solo,1,high-intensity
45,163,813,3,4,0,drum solo,rocking chair,drum solo,1,high-intensity
45,164,498,48,3,0,doorbell,filling cup with liquid,doorbell,1,high-intensity
45,164,584,23,3,0,doorbell,filling cup with liquid,doorbell,1,high-intensity
45,165,36,12,2,1,chicken cluck,humming,dice roll,0.5,2
45,165,813,37,2,1,chicken cluck,humming,chicken cluck,0.5,2
45,166,8,31,2,0,frying,sheep or goats,frying,0.5,2
45,166,437,37,2,0,frying,sheep or goats,coins dropping,0.5,2
45,167,81,17,5,0,hawk screech,I don't know,hawk screech,1,3
45,167,259,21,5,0,hawk screech,I don't know,hawk screech,1,3
45,169,120,47,2,0,grunting and groaning,crash cymbal,harmonica,0,2
45,169,830,29,2,0,grunting and groaning,crash cymbal,rubbing cloth,0,2
45,171,344,50,7,0,drawer opening,racecar speeding by,rubbing cloth,0.5,low-intensity
45,171,693,9,7,0,drawer opening,racecar speeding by,drawer opening,0.5,low-intensity
45,172,611,47,7,1,cricket,Cutting something,cricket,1,2
45,172,653,46,7,1,cricket,Cutting something,cricket,1,2
45,173,36,13,4,0,car crash,banjo playing ,hammering metal,0.5,high-intensity
45,173,162,48,4,0,car crash,banjo playing ,car crash,0.5,high-intensity
45,174,36,41,4,1,bicycle,gulping liquid quickly,roulette wheel,0.5,low-intensity
45,174,823,4,4,1,bicycle,gulping liquid quickly,bicycle,0.5,low-intensity
45,175,512,27,5,0,reception desk bell,jackhammer,reception desk bell,1,3
45,175,880,43,5,0,reception desk bell,jackhammer,reception desk bell,1,3
45,176,129,37,5,0,balloon deflating,dog lapping water from bowl,balloon deflating,0.5,2
45,176,866,26,5,0,balloon deflating,dog lapping water from bowl,car accelerating,0.5,2
45,182,357,16,5,1,dog whining,pig oinking,dog whining,1,3
45,182,502,30,5,1,dog whining,pig oinking,dog whining,1,3
45,183,244,8,7,1,gunshots,tapdancing,gunshots,1,high-intensity
45,183,437,4,7,1,gunshots,tapdancing,gunshots,1,high-intensity
45,185,446,23,6,0,scissors cutting paper,reedy tune,tennis volley,0,low-intensity
45,185,502,37,6,0,scissors cutting paper,reedy tune,chopping food,0,low-intensity
45,186,754,5,4,1,oldfashioned dialer,opening soda can,screwing in a nail,0,low-intensity
45,186,884,5,4,1,oldfashioned dialer,opening soda can,triangle,0,low-intensity
45,187,239,18,4,1,opening a letter,woman speaking another language,scratching,0,low-intensity
45,187,244,15,4,1,opening a letter,woman speaking another language,zipper,0,low-intensity
45,189,63,24,5,1,clarinet,keys being set down,clarinet,1,3
45,189,574,38,5,1,clarinet,keys being set down,clarinet,1,3
45,190,120,5,5,1,water dripping,nighttime insects,hammering metal,0.5,low-intensity
45,190,884,29,5,1,water dripping,nighttime insects,water dripping,0.5,low-intensity
45,192,167,17,3,0,dialing,opening bottle of soda,dialing,1,low-intensity
45,192,734,12,3,0,dialing,opening bottle of soda,dialing,1,low-intensity
45,194,268,37,4,1,electric bass,door creaking,electric bass,1,3
45,194,830,44,4,1,electric bass,door creaking,electric bass,1,3
45,195,13,26,4,0,boat horn,polishing glass,boat horn,0.666666666666667,high-intensity
45,195,222,45,4,0,boat horn,polishing glass,boat horn,0.666666666666667,high-intensity
45,195,357,37,4,0,boat horn,polishing glass,,0.666666666666667,high-intensity
45,196,183,49,4,0,coughing,tiger roaring,coughing,1,3
45,196,869,17,4,0,coughing,tiger roaring,coughing,1,3
45,197,373,44,5,0,fax,hitting large metal bolt with metal hammer,fax,1,2
45,197,803,49,5,0,fax,hitting large metal bolt with metal hammer,fax,1,2
45,198,57,6,5,1,cow mooing,something being thrown into metal trashcan,cow mooing,1,3
45,198,801,5,5,1,cow mooing,something being thrown into metal trashcan,cow mooing,1,3
45,199,127,6,7,1,motorcycle revving,Car driving,motorcycle revving,1,high-intensity
45,199,685,39,7,1,motorcycle revving,Car driving,motorcycle revving,1,high-intensity
45,202,340,41,2,0,walking on leaves,loose change,walking on leaves,1,2
45,202,518,39,2,0,walking on leaves,loose change,walking on leaves,1,2
45,203,13,11,5,1,acoustic bass,clocktower bells,acoustic bass,1,2
45,203,618,3,5,1,acoustic bass,clocktower bells,acoustic bass,1,2
45,204,154,1,6,1,flute,seagulls,flute,1,3
45,204,717,27,6,1,flute,seagulls,flute,1,3
45,205,524,28,7,1,locker closing,brooming floor,locker closing,0.5,3
45,205,636,4,7,1,locker closing,brooming floor,hammering metal,0.5,3
45,206,36,29,3,0,church bells,bass ,orchestra tuning,0.5,high-intensity
45,206,717,10,3,0,church bells,bass ,church bells,0.5,high-intensity
45,207,455,39,6,0,popcorn popping,domestic dog whining,popcorn popping,1,3
45,207,801,33,6,0,popcorn popping,domestic dog whining,popcorn popping,1,3
45,210,166,32,6,1,car engine starting,horn honking,car engine starting,1,3
45,210,524,38,6,1,car engine starting,horn honking,car engine starting,1,3
45,211,488,41,6,1,heart monitor,railroad signal sound,heart monitor,1,3
45,211,872,42,6,1,heart monitor,railroad signal sound,heart monitor,1,3
45,212,154,7,6,0,coins dropping,lawnmower,coins dropping,1,low-intensity
45,212,348,16,6,0,coins dropping,lawnmower,coins dropping,1,low-intensity
45,214,194,44,4,0,ratchet,I don't know,ratchet,0.5,2
45,214,908,28,4,0,ratchet,I don't know,pinball,0.5,2
45,215,259,33,2,0,nose blowing,Man speaking foreign language,castanet,0,3
45,215,687,14,2,0,nose blowing,Man speaking foreign language,darth vader,0,3
45,216,154,47,6,0,bass drum hits,whistle blowing,bass drum hits,1,high-intensity
45,216,716,10,6,0,bass drum hits,whistle blowing,bass drum hits,1,high-intensity
45,217,230,14,3,1,bees,I don't know,bees,1,low-intensity
45,217,754,24,3,1,bees,I don't know,bees,1,low-intensity
45,218,81,28,3,1,geese honking,sleigh bells ringing,geese honking,1,3
45,218,502,16,3,1,geese honking,sleigh bells ringing,geese honking,1,3
45,219,183,38,4,0,explosion,running footsteps in hard-soled shoes,explosion,1,high-intensity
45,219,352,24,4,0,explosion,running footsteps in hard-soled shoes,explosion,1,high-intensity
45,221,63,4,5,1,humming,brass isntrument playing tune,humming,1,low-intensity
45,221,754,16,5,1,humming,brass isntrument playing tune,humming,1,low-intensity
45,222,70,31,3,0,soda pouring into a cup,cat purring,soda pouring into a cup,1,low-intensity
45,222,838,39,3,0,soda pouring into a cup,cat purring,soda pouring into a cup,1,low-intensity
45,223,48,3,5,1,turning a lock,camera focusing,turning a lock,0.5,low-intensity
45,223,120,15,5,1,turning a lock,camera focusing,shaving with electric razor,0.5,low-intensity
45,225,8,38,2,1,finger tapping,wind,finger tapping,1,low-intensity
45,225,765,43,2,1,finger tapping,wind,finger tapping,1,low-intensity
45,226,363,7,7,1,ice machine,Female child speaking loudly,ice machine,1,2
45,226,606,14,7,1,ice machine,Female child speaking loudly,ice machine,1,2
45,227,203,33,6,0,brushing hair,fire,record scratching,0.5,low-intensity
45,227,836,11,6,0,brushing hair,fire,brushing hair,0.5,low-intensity
45,228,380,21,2,0,gong,I don't know,gong,1,high-intensity
45,228,569,6,2,0,gong,I don't know,gong,1,high-intensity
45,229,34,3,6,0,cash register,harmonica,cash register,1,2
45,229,803,6,6,0,cash register,harmonica,cash register,1,2
45,230,264,26,2,0,cello,old car horn,cello,1,3
45,230,757,32,2,0,cello,old car horn,cello,1,3
45,231,230,26,6,1,fireworks,classroom with small children,finger tapping,0,high-intensity
45,231,729,38,6,1,fireworks,classroom with small children,newspaper page turning,0,high-intensity
45,232,693,5,3,1,alarm clock,drill,alarm clock,1,high-intensity
45,232,908,20,3,1,alarm clock,drill,alarm clock,1,high-intensity
45,233,12,14,3,1,applause,dialing on house phone,applause,1,high-intensity
45,233,380,19,3,1,applause,dialing on house phone,applause,1,high-intensity
45,234,36,40,7,0,lawn mower,zipping zipper,traffic noises,0.5,high-intensity
45,234,618,32,7,0,lawn mower,zipping zipper,lawn mower,0.5,high-intensity
45,235,357,15,5,0,banjo,Opening door in large hallway,banjo,1,high-intensity
45,235,437,7,5,0,banjo,Opening door in large hallway,banjo,1,high-intensity
45,236,72,37,3,0,biting and chewing,large drum,biting and chewing,1,2
45,236,292,46,3,0,biting and chewing,large drum,biting and chewing,1,2
45,238,533,45,5,0,rain,clocktower bells,water dripping,0.5,3
45,238,584,9,5,0,rain,clocktower bells,rain,0.5,3
45,240,473,3,4,0,inflating a balloon,small dog yapping,paper shredder,0,low-intensity
45,240,569,48,4,0,inflating a balloon,small dog yapping,printing,0,low-intensity
45,241,357,48,6,1,gavel hits,emergency vehicle siren,gavel hits,0.5,3
45,241,437,26,6,1,gavel hits,emergency vehicle siren,chopping wood,0.5,3
45,243,3,41,4,1,door creaking,Popcorn popping,door creaking,1,2
45,243,322,23,4,1,door creaking,Popcorn popping,door creaking,1,2
45,245,119,43,7,0,jumping rope,I don't know,scrubbing dishes,0.5,2
45,245,357,25,7,0,jumping rope,I don't know,jumping rope,0.5,2
45,248,442,24,5,0,harp,Brushing teeth,harp,1,2
45,248,880,19,5,0,harp,Brushing teeth,harp,1,2
45,249,717,50,4,1,car alarm,Gears moving ,car alarm,1,high-intensity
45,249,765,41,4,1,car alarm,Gears moving ,car alarm,1,high-intensity
45,251,843,22,7,0,cicadas,chopping on a hard surface,cicadas,1,3
45,252,232,17,5,0,frog croaking,hairclippers,frog croaking,1,2
45,252,611,41,5,0,frog croaking,hairclippers,frog croaking,1,2
45,255,34,42,7,0,knocking on door,Mechanical chair reclining,knocking on door,0.5,3
45,255,606,36,7,0,knocking on door,Mechanical chair reclining,dishes clanking,0.5,3
45,257,584,21,6,0,toilet flushing,metal pushing something round into cup,toilet flushing,1,2
45,257,830,40,6,0,toilet flushing,metal pushing something round into cup,toilet flushing,1,2
45,258,801,15,7,1,coffee machine,male adult laughter,coffee machine,0.5,low-intensity
45,258,908,8,7,1,coffee machine,male adult laughter,coughing,0.5,low-intensity
45,259,229,5,4,0,race car,polite clapping,race car,1,high-intensity
45,259,866,5,4,0,race car,polite clapping,race car,1,high-intensity
45,260,229,12,4,1,drink fizzing,water dripping into water,chopping food,0,low-intensity
45,260,449,12,4,1,drink fizzing,water dripping into water,drawer opening,0,low-intensity
45,262,244,10,6,1,dialup,Orchestral music,music box,0.5,3
45,262,381,49,6,1,dialup,Orchestral music,dialup,0.5,3
45,263,462,12,7,0,blender,funky drum kit fill,vacuum,0.5,high-intensity
45,263,554,7,7,0,blender,funky drum kit fill,blender,0.5,high-intensity
45,266,462,38,7,0,kid speaking,printer,kid speaking,1,3
45,266,837,42,7,0,kid speaking,printer,kid speaking,1,3
45,267,838,7,6,0,rattlesnake,watch ticking,cicadas,0.5,2
45,267,910,44,6,0,rattlesnake,watch ticking,rattlesnake,0.5,2
45,268,57,2,6,1,wind chimes,ice in glass,wind chimes,1,3
45,268,167,36,6,1,wind chimes,ice in glass,wind chimes,1,3
45,272,264,24,3,0,oboe,Woman speaking another language,oboe,0.5,3
45,272,314,37,3,0,oboe,Woman speaking another language,clarinet,0.5,3
45,273,797,41,7,0,car driving through a puddle,Large dog barking,wolves howlling,0,2
45,273,908,42,7,0,car driving through a puddle,Large dog barking,soda pouring into a cup,0,2
45,274,467,45,2,0,camera taking a picture,Frog ,camera taking a picture,1,2
45,274,823,11,2,0,camera taking a picture,Frog ,camera taking a picture,1,2
45,277,175,16,2,0,clipping hair,sharpening knife,rattlesnake,0,low-intensity
45,277,311,44,2,0,clipping hair,sharpening knife,running on sand,0,low-intensity
45,279,127,2,2,0,traffic noises,Keening metallic chime,truck beeping,0.5,high-intensity
